 PRIMARY DESCRIPTION,Date,Counts
THEFT,2020-05-25,89
WEAPONS VIOLATION,2020-05-25,58
ARSON,2020-05-26,2
ASSAULT,2020-05-26,63
BATTERY,2020-05-26,151
BURGLARY,2020-05-26,9
CONCEALED CARRY LICENSE VIOLATION,2020-05-26,1
CRIMINAL DAMAGE,2020-05-26,70
CRIMINAL SEXUAL ASSAULT,2020-05-26,2
CRIMINAL TRESPASS,2020-05-26,12
DECEPTIVE PRACTICE,2020-05-26,29
HOMICIDE,2020-05-26,3
INTERFERENCE WITH PUBLIC OFFICER,2020-05-26,5
KIDNAPPING,2020-05-26,1
MOTOR VEHICLE THEFT,2020-05-26,30
NARCOTICS,2020-05-26,27
OFFENSE INVOLVING CHILDREN,2020-05-26,4
OTHER OFFENSE,2020-05-26,26
PUBLIC PEACE VIOLATION,2020-05-26,3
ROBBERY,2020-05-26,19
SEX OFFENSE,2020-05-26,5
THEFT,2020-05-26,85
WEAPONS VIOLATION,2020-05-26,26
ARSON,2020-05-27,2
ASSAULT,2020-05-27,57
BATTERY,2020-05-27,121
BURGLARY,2020-05-27,17
CRIMINAL DAMAGE,2020-05-27,66
CRIMINAL SEXUAL ASSAULT,2020-05-27,2
CRIMINAL TRESPASS,2020-05-27,16
DECEPTIVE PRACTICE,2020-05-27,25
HOMICIDE,2020-05-27,2
INTERFERENCE WITH PUBLIC OFFICER,2020-05-27,1
MOTOR VEHICLE THEFT,2020-05-27,23
NARCOTICS,2020-05-27,30
OFFENSE INVOLVING CHILDREN,2020-05-27,4
OTHER OFFENSE,2020-05-27,40
PUBLIC PEACE VIOLATION,2020-05-27,3
ROBBERY,2020-05-27,28
SEX OFFENSE,2020-05-27,2
STALKING,2020-05-27,1
THEFT,2020-05-27,98
WEAPONS VIOLATION,2020-05-27,25
ARSON,2020-05-28,1
ASSAULT,2020-05-28,71
BATTERY,2020-05-28,135
BURGLARY,2020-05-28,18
CONCEALED CARRY LICENSE VIOLATION,2020-05-28,1
CRIMINAL DAMAGE,2020-05-28,63
CRIMINAL SEXUAL ASSAULT,2020-05-28,3
CRIMINAL TRESPASS,2020-05-28,10
DECEPTIVE PRACTICE,2020-05-28,23
HOMICIDE,2020-05-28,1
INTERFERENCE WITH PUBLIC OFFICER,2020-05-28,1
KIDNAPPING,2020-05-28,2
MOTOR VEHICLE THEFT,2020-05-28,21
NARCOTICS,2020-05-28,19
OFFENSE INVOLVING CHILDREN,2020-05-28,2
OTHER OFFENSE,2020-05-28,23
PUBLIC PEACE VIOLATION,2020-05-28,4
ROBBERY,2020-05-28,21
SEX OFFENSE,2020-05-28,4
THEFT,2020-05-28,101
WEAPONS VIOLATION,2020-05-28,23
ARSON,2020-05-29,2
ASSAULT,2020-05-29,46
BATTERY,2020-05-29,121
BURGLARY,2020-05-29,31
CRIMINAL DAMAGE,2020-05-29,86
CRIMINAL SEXUAL ASSAULT,2020-05-29,2
CRIMINAL TRESPASS,2020-05-29,8
DECEPTIVE PRACTICE,2020-05-29,30
HOMICIDE,2020-05-29,5
INTERFERENCE WITH PUBLIC OFFICER,2020-05-29,3
INTIMIDATION,2020-05-29,1
MOTOR VEHICLE THEFT,2020-05-29,27
NARCOTICS,2020-05-29,15
OFFENSE INVOLVING CHILDREN,2020-05-29,10
OTHER OFFENSE,2020-05-29,30
PROSTITUTION,2020-05-29,6
PUBLIC PEACE VIOLATION,2020-05-29,7
ROBBERY,2020-05-29,23
THEFT,2020-05-29,96
WEAPONS VIOLATION,2020-05-29,29
ARSON,2020-05-30,17
ASSAULT,2020-05-30,50
BATTERY,2020-05-30,155
BURGLARY,2020-05-30,216
CRIMINAL DAMAGE,2020-05-30,182
CRIMINAL SEXUAL ASSAULT,2020-05-30,2
CRIMINAL TRESPASS,2020-05-30,5
DECEPTIVE PRACTICE,2020-05-30,9
HOMICIDE,2020-05-30,8
INTERFERENCE WITH PUBLIC OFFICER,2020-05-30,2
MOTOR VEHICLE THEFT,2020-05-30,37
NARCOTICS,2020-05-30,4
OFFENSE INVOLVING CHILDREN,2020-05-30,1
OTHER OFFENSE,2020-05-30,26
PUBLIC PEACE VIOLATION,2020-05-30,42
ROBBERY,2020-05-30,32
SEX OFFENSE,2020-05-30,2
THEFT,2020-05-30,113
WEAPONS VIOLATION,2020-05-30,18
ARSON,2020-05-31,28
ASSAULT,2020-05-31,43
BATTERY,2020-05-31,139
BURGLARY,2020-05-31,581
CONCEALED CARRY LICENSE VIOLATION,2020-05-31,1
CRIMINAL DAMAGE,2020-05-31,343
CRIMINAL SEXUAL ASSAULT,2020-05-31,4
CRIMINAL TRESPASS,2020-05-31,19
DECEPTIVE PRACTICE,2020-05-31,20
HOMICIDE,2020-05-31,18
INTERFERENCE WITH PUBLIC OFFICER,2020-05-31,2
MOTOR VEHICLE THEFT,2020-05-31,93
NARCOTICS,2020-05-31,5
OFFENSE INVOLVING CHILDREN,2020-05-31,6
OTHER OFFENSE,2020-05-31,19
PUBLIC PEACE VIOLATION,2020-05-31,309
ROBBERY,2020-05-31,81
SEX OFFENSE,2020-05-31,2
THEFT,2020-05-31,132
WEAPONS VIOLATION,2020-05-31,49
ARSON,2020-06-01,11
ASSAULT,2020-06-01,45
BATTERY,2020-06-01,124
BURGLARY,2020-06-01,128
CRIMINAL DAMAGE,2020-06-01,152
CRIMINAL SEXUAL ASSAULT,2020-06-01,5
CRIMINAL TRESPASS,2020-06-01,8
DECEPTIVE PRACTICE,2020-06-01,51
HOMICIDE,2020-06-01,5
INTERFERENCE WITH PUBLIC OFFICER,2020-06-01,3
INTIMIDATION,2020-06-01,1
MOTOR VEHICLE THEFT,2020-06-01,34
NARCOTICS,2020-06-01,13
OFFENSE INVOLVING CHILDREN,2020-06-01,5
OTHER OFFENSE,2020-06-01,34
PUBLIC PEACE VIOLATION,2020-06-01,57
ROBBERY,2020-06-01,30
SEX OFFENSE,2020-06-01,4
STALKING,2020-06-01,1
THEFT,2020-06-01,96
WEAPONS VIOLATION,2020-06-01,54
ARSON,2020-06-02,7
ASSAULT,2020-06-02,70
BATTERY,2020-06-02,145
BURGLARY,2020-06-02,51
CONCEALED CARRY LICENSE VIOLATION,2020-06-02,1
CRIMINAL DAMAGE,2020-06-02,108
CRIMINAL SEXUAL ASSAULT,2020-06-02,2
CRIMINAL TRESPASS,2020-06-02,11
DECEPTIVE PRACTICE,2020-06-02,23
HOMICIDE,2020-06-02,1
INTERFERENCE WITH PUBLIC OFFICER,2020-06-02,1
MOTOR VEHICLE THEFT,2020-06-02,33
NARCOTICS,2020-06-02,6
OBSCENITY,2020-06-02,1
OFFENSE INVOLVING CHILDREN,2020-06-02,4
OTHER OFFENSE,2020-06-02,28
PUBLIC PEACE VIOLATION,2020-06-02,17
ROBBERY,2020-06-02,24
SEX OFFENSE,2020-06-02,1
THEFT,2020-06-02,74
WEAPONS VIOLATION,2020-06-02,61
ARSON,2020-06-03,4
ASSAULT,2020-06-03,68
BATTERY,2020-06-03,129
BURGLARY,2020-06-03,26
CONCEALED CARRY LICENSE VIOLATION,2020-06-03,3
CRIMINAL DAMAGE,2020-06-03,100
CRIMINAL SEXUAL ASSAULT,2020-06-03,5
CRIMINAL TRESPASS,2020-06-03,3
DECEPTIVE PRACTICE,2020-06-03,23
GAMBLING,2020-06-03,1
HOMICIDE,2020-06-03,4
INTERFERENCE WITH PUBLIC OFFICER,2020-06-03,2
KIDNAPPING,2020-06-03,2
MOTOR VEHICLE THEFT,2020-06-03,30
NARCOTICS,2020-06-03,13
OFFENSE INVOLVING CHILDREN,2020-06-03,2
OTHER OFFENSE,2020-06-03,23
PUBLIC PEACE VIOLATION,2020-06-03,10
ROBBERY,2020-06-03,29
SEX OFFENSE,2020-06-03,2
STALKING,2020-06-03,2
THEFT,2020-06-03,90
WEAPONS VIOLATION,2020-06-03,49
ARSON,2020-06-04,3
ASSAULT,2020-06-04,57
BATTERY,2020-06-04,111
BURGLARY,2020-06-04,19
CONCEALED CARRY LICENSE VIOLATION,2020-06-04,1
CRIMINAL DAMAGE,2020-06-04,77
CRIMINAL SEXUAL ASSAULT,2020-06-04,2
CRIMINAL TRESPASS,2020-06-04,5
DECEPTIVE PRACTICE,2020-06-04,24
GAMBLING,2020-06-04,1
HOMICIDE,2020-06-04,3
INTERFERENCE WITH PUBLIC OFFICER,2020-06-04,1
INTIMIDATION,2020-06-04,2
MOTOR VEHICLE THEFT,2020-06-04,29
NARCOTICS,2020-06-04,15
OFFENSE INVOLVING CHILDREN,2020-06-04,3
OTHER OFFENSE,2020-06-04,37
PUBLIC PEACE VIOLATION,2020-06-04,5
ROBBERY,2020-06-04,18
SEX OFFENSE,2020-06-04,3
THEFT,2020-06-04,70
WEAPONS VIOLATION,2020-06-04,35
ASSAULT,2020-06-05,44
BATTERY,2020-06-05,115
BURGLARY,2020-06-05,17
CRIMINAL DAMAGE,2020-06-05,66
CRIMINAL SEXUAL ASSAULT,2020-06-05,3
CRIMINAL TRESPASS,2020-06-05,8
DECEPTIVE PRACTICE,2020-06-05,28
HOMICIDE,2020-06-05,1
MOTOR VEHICLE THEFT,2020-06-05,37
NARCOTICS,2020-06-05,14
OFFENSE INVOLVING CHILDREN,2020-06-05,5
OTHER OFFENSE,2020-06-05,33
PUBLIC PEACE VIOLATION,2020-06-05,6
ROBBERY,2020-06-05,18
SEX OFFENSE,2020-06-05,1
STALKING,2020-06-05,1
THEFT,2020-06-05,98
WEAPONS VIOLATION,2020-06-05,42
ARSON,2020-06-06,4
ASSAULT,2020-06-06,52
BATTERY,2020-06-06,130
BURGLARY,2020-06-06,18
CONCEALED CARRY LICENSE VIOLATION,2020-06-06,1
CRIMINAL DAMAGE,2020-06-06,68
CRIMINAL SEXUAL ASSAULT,2020-06-06,2
CRIMINAL TRESPASS,2020-06-06,9
DECEPTIVE PRACTICE,2020-06-06,26
HOMICIDE,2020-06-06,1
INTERFERENCE WITH PUBLIC OFFICER,2020-06-06,1
MOTOR VEHICLE THEFT,2020-06-06,26
NARCOTICS,2020-06-06,7
OFFENSE INVOLVING CHILDREN,2020-06-06,3
OTHER OFFENSE,2020-06-06,31
PUBLIC PEACE VIOLATION,2020-06-06,3
ROBBERY,2020-06-06,18
SEX OFFENSE,2020-06-06,2
STALKING,2020-06-06,1
THEFT,2020-06-06,92
WEAPONS VIOLATION,2020-06-06,31
ARSON,2020-06-07,1
ASSAULT,2020-06-07,57
BATTERY,2020-06-07,134
BURGLARY,2020-06-07,17
CONCEALED CARRY LICENSE VIOLATION,2020-06-07,1
CRIMINAL DAMAGE,2020-06-07,77
CRIMINAL SEXUAL ASSAULT,2020-06-07,3
CRIMINAL TRESPASS,2020-06-07,10
DECEPTIVE PRACTICE,2020-06-07,29
GAMBLING,2020-06-07,1
HOMICIDE,2020-06-07,4
INTERFERENCE WITH PUBLIC OFFICER,2020-06-07,1
MOTOR VEHICLE THEFT,2020-06-07,37
NARCOTICS,2020-06-07,9
OFFENSE INVOLVING CHILDREN,2020-06-07,6
OTHER OFFENSE,2020-06-07,31
PUBLIC PEACE VIOLATION,2020-06-07,3
ROBBERY,2020-06-07,14
SEX OFFENSE,2020-06-07,4
THEFT,2020-06-07,76
WEAPONS VIOLATION,2020-06-07,34
ARSON,2020-06-08,1
ASSAULT,2020-06-08,37
BATTERY,2020-06-08,109
BURGLARY,2020-06-08,21
CRIMINAL DAMAGE,2020-06-08,72
CRIMINAL SEXUAL ASSAULT,2020-06-08,1
CRIMINAL TRESPASS,2020-06-08,8
DECEPTIVE PRACTICE,2020-06-08,51
HOMICIDE,2020-06-08,3
INTERFERENCE WITH PUBLIC OFFICER,2020-06-08,2
INTIMIDATION,2020-06-08,1
MOTOR VEHICLE THEFT,2020-06-08,21
NARCOTICS,2020-06-08,10
OBSCENITY,2020-06-08,1
OFFENSE INVOLVING CHILDREN,2020-06-08,6
OTHER OFFENSE,2020-06-08,20
PUBLIC PEACE VIOLATION,2020-06-08,3
ROBBERY,2020-06-08,12
SEX OFFENSE,2020-06-08,6
STALKING,2020-06-08,1
THEFT,2020-06-08,99
WEAPONS VIOLATION,2020-06-08,36
ARSON,2020-06-09,1
ASSAULT,2020-06-09,37
BATTERY,2020-06-09,100
BURGLARY,2020-06-09,24
CRIMINAL DAMAGE,2020-06-09,65
CRIMINAL TRESPASS,2020-06-09,15
DECEPTIVE PRACTICE,2020-06-09,26
HOMICIDE,2020-06-09,2
INTIMIDATION,2020-06-09,1
KIDNAPPING,2020-06-09,1
MOTOR VEHICLE THEFT,2020-06-09,17
NARCOTICS,2020-06-09,13
OFFENSE INVOLVING CHILDREN,2020-06-09,3
OTHER OFFENSE,2020-06-09,31
PUBLIC PEACE VIOLATION,2020-06-09,3
ROBBERY,2020-06-09,10
SEX OFFENSE,2020-06-09,2
THEFT,2020-06-09,116
WEAPONS VIOLATION,2020-06-09,24
ARSON,2020-06-10,1
ASSAULT,2020-06-10,50
BATTERY,2020-06-10,112
BURGLARY,2020-06-10,16
CRIMINAL DAMAGE,2020-06-10,67
CRIMINAL SEXUAL ASSAULT,2020-06-10,1
CRIMINAL TRESPASS,2020-06-10,10
DECEPTIVE PRACTICE,2020-06-10,32
GAMBLING,2020-06-10,1
HOMICIDE,2020-06-10,1
INTERFERENCE WITH PUBLIC OFFICER,2020-06-10,3
INTIMIDATION,2020-06-10,1
MOTOR VEHICLE THEFT,2020-06-10,16
NARCOTICS,2020-06-10,9
OBSCENITY,2020-06-10,2
OFFENSE INVOLVING CHILDREN,2020-06-10,4
OTHER OFFENSE,2020-06-10,28
PUBLIC PEACE VIOLATION,2020-06-10,2
ROBBERY,2020-06-10,12
SEX OFFENSE,2020-06-10,3
THEFT,2020-06-10,95
WEAPONS VIOLATION,2020-06-10,24
ARSON,2020-06-11,3
ASSAULT,2020-06-11,66
BATTERY,2020-06-11,119
BURGLARY,2020-06-11,20
CRIMINAL DAMAGE,2020-06-11,72
CRIMINAL SEXUAL ASSAULT,2020-06-11,5
CRIMINAL TRESPASS,2020-06-11,3
DECEPTIVE PRACTICE,2020-06-11,28
HOMICIDE,2020-06-11,3
INTIMIDATION,2020-06-11,1
MOTOR VEHICLE THEFT,2020-06-11,24
NARCOTICS,2020-06-11,21
OFFENSE INVOLVING CHILDREN,2020-06-11,7
OTHER OFFENSE,2020-06-11,30
PUBLIC PEACE VIOLATION,2020-06-11,4
ROBBERY,2020-06-11,18
STALKING,2020-06-11,1
THEFT,2020-06-11,98
WEAPONS VIOLATION,2020-06-11,24
ARSON,2020-06-12,2
ASSAULT,2020-06-12,53
BATTERY,2020-06-12,140
BURGLARY,2020-06-12,23
CRIMINAL DAMAGE,2020-06-12,83
CRIMINAL SEXUAL ASSAULT,2020-06-12,4
CRIMINAL TRESPASS,2020-06-12,12
DECEPTIVE PRACTICE,2020-06-12,37
INTIMIDATION,2020-06-12,1
MOTOR VEHICLE THEFT,2020-06-12,30
NARCOTICS,2020-06-12,17
OFFENSE INVOLVING CHILDREN,2020-06-12,7
OTHER OFFENSE,2020-06-12,31
PROSTITUTION,2020-06-12,15
PUBLIC PEACE VIOLATION,2020-06-12,4
ROBBERY,2020-06-12,10
SEX OFFENSE,2020-06-12,1
THEFT,2020-06-12,114
WEAPONS VIOLATION,2020-06-12,17
ARSON,2020-06-13,1
ASSAULT,2020-06-13,61
BATTERY,2020-06-13,139
BURGLARY,2020-06-13,17
CRIMINAL DAMAGE,2020-06-13,74
CRIMINAL SEXUAL ASSAULT,2020-06-13,1
CRIMINAL TRESPASS,2020-06-13,14
DECEPTIVE PRACTICE,2020-06-13,15
HOMICIDE,2020-06-13,1
INTERFERENCE WITH PUBLIC OFFICER,2020-06-13,1
INTIMIDATION,2020-06-13,1
MOTOR VEHICLE THEFT,2020-06-13,24
NARCOTICS,2020-06-13,8
OFFENSE INVOLVING CHILDREN,2020-06-13,2
OTHER OFFENSE,2020-06-13,19
PUBLIC PEACE VIOLATION,2020-06-13,1
ROBBERY,2020-06-13,15
SEX OFFENSE,2020-06-13,4
STALKING,2020-06-13,1
THEFT,2020-06-13,82
WEAPONS VIOLATION,2020-06-13,20
ARSON,2020-06-14,1
ASSAULT,2020-06-14,63
BATTERY,2020-06-14,134
BURGLARY,2020-06-14,14
CRIMINAL DAMAGE,2020-06-14,83
CRIMINAL SEXUAL ASSAULT,2020-06-14,6
CRIMINAL TRESPASS,2020-06-14,6
DECEPTIVE PRACTICE,2020-06-14,17
HOMICIDE,2020-06-14,2
KIDNAPPING,2020-06-14,2
MOTOR VEHICLE THEFT,2020-06-14,26
NARCOTICS,2020-06-14,6
OFFENSE INVOLVING CHILDREN,2020-06-14,8
OTHER OFFENSE,2020-06-14,26
PUBLIC PEACE VIOLATION,2020-06-14,3
ROBBERY,2020-06-14,20
SEX OFFENSE,2020-06-14,4
STALKING,2020-06-14,1
THEFT,2020-06-14,86
WEAPONS VIOLATION,2020-06-14,24
ARSON,2020-06-15,2
ASSAULT,2020-06-15,55
BATTERY,2020-06-15,136
BURGLARY,2020-06-15,20
CRIMINAL DAMAGE,2020-06-15,72
CRIMINAL TRESPASS,2020-06-15,8
DECEPTIVE PRACTICE,2020-06-15,40
HOMICIDE,2020-06-15,4
KIDNAPPING,2020-06-15,3
MOTOR VEHICLE THEFT,2020-06-15,25
NARCOTICS,2020-06-15,12
OFFENSE INVOLVING CHILDREN,2020-06-15,5
OTHER OFFENSE,2020-06-15,42
PUBLIC PEACE VIOLATION,2020-06-15,3
ROBBERY,2020-06-15,13
SEX OFFENSE,2020-06-15,2
THEFT,2020-06-15,109
WEAPONS VIOLATION,2020-06-15,17
ASSAULT,2020-06-16,44
BATTERY,2020-06-16,111
BURGLARY,2020-06-16,19
CRIMINAL DAMAGE,2020-06-16,79
CRIMINAL SEXUAL ASSAULT,2020-06-16,1
CRIMINAL TRESPASS,2020-06-16,12
DECEPTIVE PRACTICE,2020-06-16,36
GAMBLING,2020-06-16,1
HOMICIDE,2020-06-16,2
INTERFERENCE WITH PUBLIC OFFICER,2020-06-16,1
INTIMIDATION,2020-06-16,2
MOTOR VEHICLE THEFT,2020-06-16,25
NARCOTICS,2020-06-16,7
OFFENSE INVOLVING CHILDREN,2020-06-16,3
OTHER OFFENSE,2020-06-16,40
PUBLIC PEACE VIOLATION,2020-06-16,6
ROBBERY,2020-06-16,17
SEX OFFENSE,2020-06-16,4
STALKING,2020-06-16,2
THEFT,2020-06-16,114
WEAPONS VIOLATION,2020-06-16,19
ARSON,2020-06-17,1
ASSAULT,2020-06-17,57
BATTERY,2020-06-17,137
BURGLARY,2020-06-17,25
CRIMINAL DAMAGE,2020-06-17,73
CRIMINAL SEXUAL ASSAULT,2020-06-17,2
CRIMINAL TRESPASS,2020-06-17,8
DECEPTIVE PRACTICE,2020-06-17,42
HOMICIDE,2020-06-17,1
INTERFERENCE WITH PUBLIC OFFICER,2020-06-17,1
KIDNAPPING,2020-06-17,2
MOTOR VEHICLE THEFT,2020-06-17,17
NARCOTICS,2020-06-17,14
OFFENSE INVOLVING CHILDREN,2020-06-17,2
OTHER OFFENSE,2020-06-17,35
PROSTITUTION,2020-06-17,10
PUBLIC PEACE VIOLATION,2020-06-17,2
ROBBERY,2020-06-17,16
SEX OFFENSE,2020-06-17,2
STALKING,2020-06-17,1
THEFT,2020-06-17,122
WEAPONS VIOLATION,2020-06-17,23
ARSON,2020-06-18,1
ASSAULT,2020-06-18,58
BATTERY,2020-06-18,137
BURGLARY,2020-06-18,27
CRIMINAL DAMAGE,2020-06-18,77
CRIMINAL SEXUAL ASSAULT,2020-06-18,4
CRIMINAL TRESPASS,2020-06-18,9
DECEPTIVE PRACTICE,2020-06-18,43
GAMBLING,2020-06-18,1
HOMICIDE,2020-06-18,4
INTERFERENCE WITH PUBLIC OFFICER,2020-06-18,1
INTIMIDATION,2020-06-18,1
KIDNAPPING,2020-06-18,1
MOTOR VEHICLE THEFT,2020-06-18,25
NARCOTICS,2020-06-18,11
OFFENSE INVOLVING CHILDREN,2020-06-18,3
OTHER OFFENSE,2020-06-18,39
PUBLIC PEACE VIOLATION,2020-06-18,2
ROBBERY,2020-06-18,20
THEFT,2020-06-18,109
WEAPONS VIOLATION,2020-06-18,21
ARSON,2020-06-19,2
ASSAULT,2020-06-19,60
BATTERY,2020-06-19,132
BURGLARY,2020-06-19,29
CONCEALED CARRY LICENSE VIOLATION,2020-06-19,1
CRIMINAL DAMAGE,2020-06-19,66
CRIMINAL SEXUAL ASSAULT,2020-06-19,5
CRIMINAL TRESPASS,2020-06-19,13
DECEPTIVE PRACTICE,2020-06-19,38
HOMICIDE,2020-06-19,6
INTERFERENCE WITH PUBLIC OFFICER,2020-06-19,1
MOTOR VEHICLE THEFT,2020-06-19,30
NARCOTICS,2020-06-19,10
OFFENSE INVOLVING CHILDREN,2020-06-19,7
OTHER OFFENSE,2020-06-19,37
PUBLIC PEACE VIOLATION,2020-06-19,1
ROBBERY,2020-06-19,21
STALKING,2020-06-19,2
THEFT,2020-06-19,116
WEAPONS VIOLATION,2020-06-19,14
ARSON,2020-06-20,3
ASSAULT,2020-06-20,78
BATTERY,2020-06-20,173
BURGLARY,2020-06-20,19
CONCEALED CARRY LICENSE VIOLATION,2020-06-20,1
CRIMINAL DAMAGE,2020-06-20,96
CRIMINAL SEXUAL ASSAULT,2020-06-20,4
CRIMINAL TRESPASS,2020-06-20,10
DECEPTIVE PRACTICE,2020-06-20,33
HOMICIDE,2020-06-20,5
INTERFERENCE WITH PUBLIC OFFICER,2020-06-20,1
MOTOR VEHICLE THEFT,2020-06-20,20
NARCOTICS,2020-06-20,7
OFFENSE INVOLVING CHILDREN,2020-06-20,11
OTHER OFFENSE,2020-06-20,36
PUBLIC PEACE VIOLATION,2020-06-20,1
ROBBERY,2020-06-20,27
SEX OFFENSE,2020-06-20,4
THEFT,2020-06-20,98
WEAPONS VIOLATION,2020-06-20,26
ARSON,2020-06-21,5
ASSAULT,2020-06-21,53
BATTERY,2020-06-21,171
BURGLARY,2020-06-21,8
CRIMINAL DAMAGE,2020-06-21,90
CRIMINAL SEXUAL ASSAULT,2020-06-21,1
CRIMINAL TRESPASS,2020-06-21,6
DECEPTIVE PRACTICE,2020-06-21,30
HOMICIDE,2020-06-21,4
INTIMIDATION,2020-06-21,2
MOTOR VEHICLE THEFT,2020-06-21,25
NARCOTICS,2020-06-21,8
OFFENSE INVOLVING CHILDREN,2020-06-21,4
OTHER OFFENSE,2020-06-21,26
PUBLIC PEACE VIOLATION,2020-06-21,3
ROBBERY,2020-06-21,15
SEX OFFENSE,2020-06-21,5
STALKING,2020-06-21,2
THEFT,2020-06-21,109
WEAPONS VIOLATION,2020-06-21,23
ASSAULT,2020-06-22,69
BATTERY,2020-06-22,158
BURGLARY,2020-06-22,18
CONCEALED CARRY LICENSE VIOLATION,2020-06-22,1
CRIMINAL DAMAGE,2020-06-22,108
CRIMINAL SEXUAL ASSAULT,2020-06-22,5
CRIMINAL TRESPASS,2020-06-22,10
DECEPTIVE PRACTICE,2020-06-22,31
HOMICIDE,2020-06-22,5
INTERFERENCE WITH PUBLIC OFFICER,2020-06-22,1
INTIMIDATION,2020-06-22,3
MOTOR VEHICLE THEFT,2020-06-22,23
NARCOTICS,2020-06-22,9
OFFENSE INVOLVING CHILDREN,2020-06-22,11
OTHER OFFENSE,2020-06-22,43
PUBLIC PEACE VIOLATION,2020-06-22,1
ROBBERY,2020-06-22,22
STALKING,2020-06-22,1
THEFT,2020-06-22,126
WEAPONS VIOLATION,2020-06-22,19
ARSON,2020-06-23,2
ASSAULT,2020-06-23,47
BATTERY,2020-06-23,128
BURGLARY,2020-06-23,21
CONCEALED CARRY LICENSE VIOLATION,2020-06-23,1
CRIMINAL DAMAGE,2020-06-23,72
CRIMINAL SEXUAL ASSAULT,2020-06-23,2
CRIMINAL TRESPASS,2020-06-23,13
DECEPTIVE PRACTICE,2020-06-23,35
HOMICIDE,2020-06-23,2
INTERFERENCE WITH PUBLIC OFFICER,2020-06-23,1
KIDNAPPING,2020-06-23,1
MOTOR VEHICLE THEFT,2020-06-23,28
NARCOTICS,2020-06-23,10
OFFENSE INVOLVING CHILDREN,2020-06-23,2
OTHER OFFENSE,2020-06-23,38
PUBLIC PEACE VIOLATION,2020-06-23,3
ROBBERY,2020-06-23,21
SEX OFFENSE,2020-06-23,3
THEFT,2020-06-23,121
WEAPONS VIOLATION,2020-06-23,19
ARSON,2020-06-24,3
ASSAULT,2020-06-24,65
BATTERY,2020-06-24,130
BURGLARY,2020-06-24,18
CRIMINAL DAMAGE,2020-06-24,72
CRIMINAL SEXUAL ASSAULT,2020-06-24,3
CRIMINAL TRESPASS,2020-06-24,9
DECEPTIVE PRACTICE,2020-06-24,42
HOMICIDE,2020-06-24,3
INTERFERENCE WITH PUBLIC OFFICER,2020-06-24,1
MOTOR VEHICLE THEFT,2020-06-24,15
NARCOTICS,2020-06-24,17
OFFENSE INVOLVING CHILDREN,2020-06-24,8
OTHER OFFENSE,2020-06-24,41
PROSTITUTION,2020-06-24,6
PUBLIC PEACE VIOLATION,2020-06-24,1
ROBBERY,2020-06-24,26
SEX OFFENSE,2020-06-24,7
STALKING,2020-06-24,2
THEFT,2020-06-24,97
WEAPONS VIOLATION,2020-06-24,14
ARSON,2020-06-25,2
ASSAULT,2020-06-25,78
BATTERY,2020-06-25,117
BURGLARY,2020-06-25,32
CONCEALED CARRY LICENSE VIOLATION,2020-06-25,1
CRIMINAL DAMAGE,2020-06-25,91
CRIMINAL SEXUAL ASSAULT,2020-06-25,7
CRIMINAL TRESPASS,2020-06-25,16
DECEPTIVE PRACTICE,2020-06-25,38
HOMICIDE,2020-06-25,3
INTERFERENCE WITH PUBLIC OFFICER,2020-06-25,1
INTIMIDATION,2020-06-25,1
MOTOR VEHICLE THEFT,2020-06-25,25
NARCOTICS,2020-06-25,15
OFFENSE INVOLVING CHILDREN,2020-06-25,2
OTHER OFFENSE,2020-06-25,31
PUBLIC PEACE VIOLATION,2020-06-25,1
ROBBERY,2020-06-25,20
SEX OFFENSE,2020-06-25,4
THEFT,2020-06-25,110
WEAPONS VIOLATION,2020-06-25,16
ARSON,2020-06-26,2
ASSAULT,2020-06-26,63
BATTERY,2020-06-26,108
BURGLARY,2020-06-26,25
CONCEALED CARRY LICENSE VIOLATION,2020-06-26,1
CRIMINAL DAMAGE,2020-06-26,78
CRIMINAL SEXUAL ASSAULT,2020-06-26,5
CRIMINAL TRESPASS,2020-06-26,9
DECEPTIVE PRACTICE,2020-06-26,27
HOMICIDE,2020-06-26,1
MOTOR VEHICLE THEFT,2020-06-26,28
NARCOTICS,2020-06-26,12
OFFENSE INVOLVING CHILDREN,2020-06-26,9
OTHER OFFENSE,2020-06-26,26
PUBLIC PEACE VIOLATION,2020-06-26,3
ROBBERY,2020-06-26,21
SEX OFFENSE,2020-06-26,1
STALKING,2020-06-26,1
THEFT,2020-06-26,119
WEAPONS VIOLATION,2020-06-26,12
ARSON,2020-06-27,3
